year,areakm,municipality,geocode_ibge,state
2023,0.7475282931225682,Monção,2106904,Maranhão
2024,0,Monção,2106904,Maranhão
2007,5.04219119484368,Morros,2107100,Maranhão
2008,1.6697682775899758,Morros,2107100,Maranhão
2009,0,Morros,2107100,Maranhão
2010,0.15953039382429346,Morros,2107100,Maranhão
2011,0,Morros,2107100,Maranhão
2012,0.06747385918982894,Morros,2107100,Maranhão
2013,0.6575815248608384,Morros,2107100,Maranhão
2014,0,Morros,2107100,Maranhão
2015,0,Morros,2107100,Maranhão
2016,0,Morros,2107100,Maranhão
2017,0,Morros,2107100,Maranhão
2018,0,Morros,2107100,Maranhão
2019,0,Morros,2107100,Maranhão
2020,0.07549307729889336,Morros,2107100,Maranhão
2021,0.2843316236367766,Morros,2107100,Maranhão
2022,0,Morros,2107100,Maranhão
2023,0.07293257474218048,Morros,2107100,Maranhão
2024,0,Morros,2107100,Maranhão
2007,0,Nova Colinas,2107258,Maranhão
2008,0,Nova Colinas,2107258,Maranhão
2009,0,Nova Colinas,2107258,Maranhão
2010,0,Nova Colinas,2107258,Maranhão
2011,0,Nova Colinas,2107258,Maranhão
2012,0,Nova Colinas,2107258,Maranhão
2013,0,Nova Colinas,2107258,Maranhão
2014,0,Nova Colinas,2107258,Maranhão
2015,0,Nova Colinas,2107258,Maranhão
2016,0,Nova Colinas,2107258,Maranhão
2017,0,Nova Colinas,2107258,Maranhão
2018,0,Nova Colinas,2107258,Maranhão
2019,0,Nova Colinas,2107258,Maranhão
2020,0,Nova Colinas,2107258,Maranhão
2021,0,Nova Colinas,2107258,Maranhão
2022,0,Nova Colinas,2107258,Maranhão
2023,0,Nova Colinas,2107258,Maranhão
2024,0,Nova Colinas,2107258,Maranhão
2007,0,Nova Iorque,2107308,Maranhão
2008,0,Nova Iorque,2107308,Maranhão
2009,0,Nova Iorque,2107308,Maranhão
2010,0,Nova Iorque,2107308,Maranhão
2011,0,Nova Iorque,2107308,Maranhão
2012,0,Nova Iorque,2107308,Maranhão
2013,0,Nova Iorque,2107308,Maranhão
2014,0,Nova Iorque,2107308,Maranhão
2015,0,Nova Iorque,2107308,Maranhão
2016,0,Nova Iorque,2107308,Maranhão
2017,0,Nova Iorque,2107308,Maranhão
2018,0,Nova Iorque,2107308,Maranhão
2019,0,Nova Iorque,2107308,Maranhão
2020,0,Nova Iorque,2107308,Maranhão
2021,0,Nova Iorque,2107308,Maranhão
2022,0,Nova Iorque,2107308,Maranhão
2023,0,Nova Iorque,2107308,Maranhão
2024,0,Nova Iorque,2107308,Maranhão
2007,1170.9060518195654,Nova Olinda do Maranhão,2107357,Maranhão
2008,1.7290359861897726,Nova Olinda do Maranhão,2107357,Maranhão
2009,17.404766042958272,Nova Olinda do Maranhão,2107357,Maranhão
2010,3.5138275110917796,Nova Olinda do Maranhão,2107357,Maranhão
2011,4.652409755690217,Nova Olinda do Maranhão,2107357,Maranhão
2012,1.2606806867648712,Nova Olinda do Maranhão,2107357,Maranhão
2013,14.766303447164383,Nova Olinda do Maranhão,2107357,Maranhão
2014,2.1615004703217093,Nova Olinda do Maranhão,2107357,Maranhão
2015,3.875320208284347,Nova Olinda do Maranhão,2107357,Maranhão
2016,0.6322027370975924,Nova Olinda do Maranhão,2107357,Maranhão
2017,0.09964000581530108,Nova Olinda do Maranhão,2107357,Maranhão
2018,0.08828471155139245,Nova Olinda do Maranhão,2107357,Maranhão
2019,0.07619850973136319,Nova Olinda do Maranhão,2107357,Maranhão
2020,9.465714589727654,Nova Olinda do Maranhão,2107357,Maranhão
2021,0.08533734207334862,Nova Olinda do Maranhão,2107357,Maranhão
2022,0.5097588314898033,Nova Olinda do Maranhão,2107357,Maranhão
2023,0,Nova Olinda do Maranhão,2107357,Maranhão
2024,0.06759049449736103,Nova Olinda do Maranhão,2107357,Maranhão
2007,693.7375936115612,Olho d'Água das Cunhãs,2107407,Maranhão
2008,0,Olho d'Água das Cunhãs,2107407,Maranhão
2009,0,Olho d'Água das Cunhãs,2107407,Maranhão
2010,0,Olho d'Água das Cunhãs,2107407,Maranhão
2011,0,Olho d'Água das Cunhãs,2107407,Maranhão
2012,0,Olho d'Água das Cunhãs,2107407,Maranhão
2013,0,Olho d'Água das Cunhãs,2107407,Maranhão
2014,0,Olho d'Água das Cunhãs,2107407,Maranhão
2015,0,Olho d'Água das Cunhãs,2107407,Maranhão
2016,0,Olho d'Água das Cunhãs,2107407,Maranhão
2017,0,Olho d'Água das Cunhãs,2107407,Maranhão
2018,0,Olho d'Água das Cunhãs,2107407,Maranhão
2019,0,Olho d'Água das Cunhãs,2107407,Maranhão
2020,0,Olho d'Água das Cunhãs,2107407,Maranhão
2021,0,Olho d'Água das Cunhãs,2107407,Maranhão
2022,0,Olho d'Água das Cunhãs,2107407,Maranhão
2023,0,Olho d'Água das Cunhãs,2107407,Maranhão
2024,0,Olho d'Água das Cunhãs,2107407,Maranhão
2007,183.30162646774477,Olinda Nova do Maranhão,2107456,Maranhão
2008,0,Olinda Nova do Maranhão,2107456,Maranhão
2009,0,Olinda Nova do Maranhão,2107456,Maranhão
2010,0,Olinda Nova do Maranhão,2107456,Maranhão
2011,0,Olinda Nova do Maranhão,2107456,Maranhão
2012,0,Olinda Nova do Maranhão,2107456,Maranhão
2013,0,Olinda Nova do Maranhão,2107456,Maranhão
2014,0,Olinda Nova do Maranhão,2107456,Maranhão
2015,0,Olinda Nova do Maranhão,2107456,Maranhão
2016,0,Olinda Nova do Maranhão,2107456,Maranhão
2017,0,Olinda Nova do Maranhão,2107456,Maranhão
2018,0,Olinda Nova do Maranhão,2107456,Maranhão
2019,0,Olinda Nova do Maranhão,2107456,Maranhão
2020,0,Olinda Nova do Maranhão,2107456,Maranhão
2021,0,Olinda Nova do Maranhão,2107456,Maranhão
2022,0,Olinda Nova do Maranhão,2107456,Maranhão
2023,0,Olinda Nova do Maranhão,2107456,Maranhão
2024,0,Olinda Nova do Maranhão,2107456,Maranhão
2007,439.1952020159739,Palmeirândia,2107605,Maranhão
2008,0.086374634067142,Palmeirândia,2107605,Maranhão
2009,0.06412041702501028,Palmeirândia,2107605,Maranhão
2010,0.1173673232866275,Palmeirândia,2107605,Maranhão
2011,0.12384718983572321,Palmeirândia,2107605,Maranhão
2012,0,Palmeirândia,2107605,Maranhão
2013,0,Palmeirândia,2107605,Maranhão
2014,0.08542016162052224,Palmeirândia,2107605,Maranhão
2015,0,Palmeirândia,2107605,Maranhão
2016,0,Palmeirândia,2107605,Maranhão
2017,0.27008124853722504,Palmeirândia,2107605,Maranhão
2018,0,Palmeirândia,2107605,Maranhão
2019,0,Palmeirândia,2107605,Maranhão
2020,0,Palmeirândia,2107605,Maranhão
2021,0,Palmeirândia,2107605,Maranhão
2022,0,Palmeirândia,2107605,Maranhão
2023,0,Palmeirândia,2107605,Maranhão
2024,0,Palmeirândia,2107605,Maranhão
2007,0,Paraibano,2107704,Maranhão
2008,0,Paraibano,2107704,Maranhão
2009,0,Paraibano,2107704,Maranhão
2010,0,Paraibano,2107704,Maranhão
2011,0,Paraibano,2107704,Maranhão
2012,0,Paraibano,2107704,Maranhão
2013,0,Paraibano,2107704,Maranhão
2014,0,Paraibano,2107704,Maranhão
2015,0,Paraibano,2107704,Maranhão
2016,0,Paraibano,2107704,Maranhão
2017,0,Paraibano,2107704,Maranhão
2018,0,Paraibano,2107704,Maranhão
2019,0,Paraibano,2107704,Maranhão
2020,0,Paraibano,2107704,Maranhão
2021,0,Paraibano,2107704,Maranhão
2022,0,Paraibano,2107704,Maranhão
2023,0,Paraibano,2107704,Maranhão
2024,0,Paraibano,2107704,Maranhão
2007,0,Passagem Franca,2107902,Maranhão
2008,0,Passagem Franca,2107902,Maranhão
2009,0,Passagem Franca,2107902,Maranhão
2010,0,Passagem Franca,2107902,Maranhão
2011,0,Passagem Franca,2107902,Maranhão
2012,0,Passagem Franca,2107902,Maranhão
2013,0,Passagem Franca,2107902,Maranhão
2014,0,Passagem Franca,2107902,Maranhão
2015,0,Passagem Franca,2107902,Maranhão
2016,0,Passagem Franca,2107902,Maranhão
2017,0,Passagem Franca,2107902,Maranhão
2018,0,Passagem Franca,2107902,Maranhão
2019,0,Passagem Franca,2107902,Maranhão
2020,0,Passagem Franca,2107902,Maranhão
2021,0,Passagem Franca,2107902,Maranhão
2022,0,Passagem Franca,2107902,Maranhão
2023,0,Passagem Franca,2107902,Maranhão
2024,0,Passagem Franca,2107902,Maranhão
2007,0,Pastos Bons,2108009,Maranhão
2008,0,Pastos Bons,2108009,Maranhão
2009,0,Pastos Bons,2108009,Maranhão
2010,0,Pastos Bons,2108009,Maranhão
2011,0,Pastos Bons,2108009,Maranhão
2012,0,Pastos Bons,2108009,Maranhão
2013,0,Pastos Bons,2108009,Maranhão
2014,0,Pastos Bons,2108009,Maranhão
2015,0,Pastos Bons,2108009,Maranhão
2016,0,Pastos Bons,2108009,Maranhão
2017,0,Pastos Bons,2108009,Maranhão
2018,0,Pastos Bons,2108009,Maranhão
2019,0,Pastos Bons,2108009,Maranhão
2020,0,Pastos Bons,2108009,Maranhão
2021,0,Pastos Bons,2108009,Maranhão
2022,0,Pastos Bons,2108009,Maranhão
2023,0,Pastos Bons,2108009,Maranhão
2024,0,Pastos Bons,2108009,Maranhão
2007,1143.865672034596,Paulo Ramos,2108108,Maranhão
2008,2.153354142602073,Paulo Ramos,2108108,Maranhão
2009,1.0017484745393979,Paulo Ramos,2108108,Maranhão
2010,0.46919699824873545,Paulo Ramos,2108108,Maranhão
2011,0.30460913311008314,Paulo Ramos,2108108,Maranhão
2012,0.1733553666657449,Paulo Ramos,2108108,Maranhão
2013,0,Paulo Ramos,2108108,Maranhão
2014,0,Paulo Ramos,2108108,Maranhão
2015,0,Paulo Ramos,2108108,Maranhão
2016,0.21558375882087621,Paulo Ramos,2108108,Maranhão
2017,0.20019248402894768,Paulo Ramos,2108108,Maranhão
2018,0.22190603299491837,Paulo Ramos,2108108,Maranhão
2019,0.182775418073364,Paulo Ramos,2108108,Maranhão
2020,0.46597565699377874,Paulo Ramos,2108108,Maranhão
2021,0.41058577071992186,Paulo Ramos,2108108,Maranhão
2022,1.0815029520392474,Paulo Ramos,2108108,Maranhão
2023,1.4996810923452688,Paulo Ramos,2108108,Maranhão
2024,1.705435833971928,Paulo Ramos,2108108,Maranhão
2007,68.88222466729282,Paço do Lumiar,2107506,Maranhão
2008,3.1479171655547806,Paço do Lumiar,2107506,Maranhão
2009,0.44226495216080214,Paço do Lumiar,2107506,Maranhão
2010,0.2904721668550229,Paço do Lumiar,2107506,Maranhão
2011,0.8605842607887776,Paço do Lumiar,2107506,Maranhão
2012,2.14843712198875,Paço do Lumiar,2107506,Maranhão
2013,0.14059873444097898,Paço do Lumiar,2107506,Maranhão
2014,1.397258794735892,Paço do Lumiar,2107506,Maranhão
2015,0.9853699881832259,Paço do Lumiar,2107506,Maranhão
2016,0.20009033481969363,Paço do Lumiar,2107506,Maranhão
2017,0.2240341108993411,Paço do Lumiar,2107506,Maranhão
2018,0.08216572815482008,Paço do Lumiar,2107506,Maranhão
2019,0.22218016552547673,Paço do Lumiar,2107506,Maranhão
2020,1.1244613202572018,Paço do Lumiar,2107506,Maranhão
2021,0.4118138387649901,Paço do Lumiar,2107506,Maranhão
2022,0.06357188668209245,Paço do Lumiar,2107506,Maranhão
2023,0.9271596898719169,Paço do Lumiar,2107506,Maranhão
2024,0,Paço do Lumiar,2107506,Maranhão
2007,251.13219424926666,Pedreiras,2108207,Maranhão
2008,0.3638996768140134,Pedreiras,2108207,Maranhão
2009,0.27929387523325944,Pedreiras,2108207,Maranhão
2010,0.015982895209039144,Pedreiras,2108207,Maranhão
2011,0.1268511389008809,Pedreiras,2108207,Maranhão
2012,0.07724317490487986,Pedreiras,2108207,Maranhão
2013,0,Pedreiras,2108207,Maranhão
2014,0,Pedreiras,2108207,Maranhão
2015,0,Pedreiras,2108207,Maranhão
2016,0,Pedreiras,2108207,Maranhão
2017,0,Pedreiras,2108207,Maranhão
2018,0,Pedreiras,2108207,Maranhão
2019,0,Pedreiras,2108207,Maranhão
2020,0,Pedreiras,2108207,Maranhão
2021,0,Pedreiras,2108207,Maranhão
2022,0.0790291012926374,Pedreiras,2108207,Maranhão
2023,0.07762615862684669,Pedreiras,2108207,Maranhão
2024,0,Pedreiras,2108207,Maranhão
2007,1655.6295817542007,Pedro do Rosário,2108256,Maranhão
2008,3.7951952892339373,Pedro do Rosário,2108256,Maranhão
2009,1.7567769746376007,Pedro do Rosário,2108256,Maranhão
2010,0.1672012258519876,Pedro do Rosário,2108256,Maranhão
2011,0.9732829808924104,Pedro do Rosário,2108256,Maranhão
2012,0,Pedro do Rosário,2108256,Maranhão
2013,0.8849912354703574,Pedro do Rosário,2108256,Maranhão
2014,0,Pedro do Rosário,2108256,Maranhão
2015,0.6948486713696249,Pedro do Rosário,2108256,Maranhão
2016,0.9354454421794277,Pedro do Rosário,2108256,Maranhão
2017,1.5878131411128413,Pedro do Rosário,2108256,Maranhão
2018,0,Pedro do Rosário,2108256,Maranhão
2019,0.06807906237008099,Pedro do Rosário,2108256,Maranhão
2020,2.711127602611095,Pedro do Rosário,2108256,Maranhão
2021,0.41210715267236137,Pedro do Rosário,2108256,Maranhão
2022,0,Pedro do Rosário,2108256,Maranhão
2023,0,Pedro do Rosário,2108256,Maranhão
2024,0,Pedro do Rosário,2108256,Maranhão
2007,522.8552067532145,Penalva,2108306,Maranhão
2008,3.1410539641373076,Penalva,2108306,Maranhão
2009,0.2834961434919753,Penalva,2108306,Maranhão
2010,0.12378456755546641,Penalva,2108306,Maranhão
2011,2.07965224350265,Penalva,2108306,Maranhão
2012,0.4632489544218493,Penalva,2108306,Maranhão
2013,1.4370857171187752,Penalva,2108306,Maranhão
2014,0.2507773520029056,Penalva,2108306,Maranhão
2015,0.24575230839819834,Penalva,2108306,Maranhão
2016,0.6991801689722801,Penalva,2108306,Maranhão
2017,1.195917023926083,Penalva,2108306,Maranhão
2018,0.22403129933683916,Penalva,2108306,Maranhão
2019,0.795899942485576,Penalva,2108306,Maranhão
2020,2.064595845748196,Penalva,2108306,Maranhão
2021,0.07280137777868008,Penalva,2108306,Maranhão
2022,0.42839461548704133,Penalva,2108306,Maranhão
2023,0.2209761285735424,Penalva,2108306,Maranhão
2024,0,Penalva,2108306,Maranhão
2007,242.99547839931546,Peri Mirim,2108405,Maranhão
2008,1.1303551284180577,Peri Mirim,2108405,Maranhão
2009,0.0969825507695951,Peri Mirim,2108405,Maranhão
2010,0,Peri Mirim,2108405,Maranhão
2011,0.08238872014755404,Peri Mirim,2108405,Maranhão
2012,0,Peri Mirim,2108405,Maranhão
2013,0,Peri Mirim,2108405,Maranhão
2014,0.1557239083676257,Peri Mirim,2108405,Maranhão
2015,0,Peri Mirim,2108405,Maranhão
2016,0,Peri Mirim,2108405,Maranhão
2017,0,Peri Mirim,2108405,Maranhão
2018,0,Peri Mirim,2108405,Maranhão
2019,0,Peri Mirim,2108405,Maranhão
2020,0.7050657825744308,Peri Mirim,2108405,Maranhão
2021,0.24215379714625374,Peri Mirim,2108405,Maranhão
2022,0,Peri Mirim,2108405,Maranhão
2023,0,Peri Mirim,2108405,Maranhão
2024,0,Peri Mirim,2108405,Maranhão
2007,656.8575425428371,Peritoró,2108454,Maranhão
2008,10.657025150605474,Peritoró,2108454,Maranhão
2009,8.470153638878719,Peritoró,2108454,Maranhão
2010,0.6746884280269337,Peritoró,2108454,Maranhão
2011,4.768245757149665,Peritoró,2108454,Maranhão
2012,1.2141663450938722,Peritoró,2108454,Maranhão
2013,0,Peritoró,2108454,Maranhão
2014,0,Peritoró,2108454,Maranhão
2015,1.2527017684764257,Peritoró,2108454,Maranhão
2016,0.9946034024755099,Peritoró,2108454,Maranhão
2017,0.25667603906505587,Peritoró,2108454,Maranhão
2018,0.23006726962037494,Peritoró,2108454,Maranhão
2019,0.236465468327316,Peritoró,2108454,Maranhão
2020,1.2284911256356563,Peritoró,2108454,Maranhão
2021,8.332322306286805,Peritoró,2108454,Maranhão
2022,4.152485183526061,Peritoró,2108454,Maranhão
2023,2.225120740965179,Peritoró,2108454,Maranhão
2024,0,Peritoró,2108454,Maranhão
2007,196.90433806440356,Pindaré-Mirim,2108504,Maranhão
2008,0,Pindaré-Mirim,2108504,Maranhão
2009,0,Pindaré-Mirim,2108504,Maranhão
2010,0,Pindaré-Mirim,2108504,Maranhão
2011,0,Pindaré-Mirim,2108504,Maranhão
2012,0,Pindaré-Mirim,2108504,Maranhão
2013,0,Pindaré-Mirim,2108504,Maranhão
2014,0,Pindaré-Mirim,2108504,Maranhão
2015,0,Pindaré-Mirim,2108504,Maranhão
2016,0,Pindaré-Mirim,2108504,Maranhão
2017,0,Pindaré-Mirim,2108504,Maranhão
2018,0,Pindaré-Mirim,2108504,Maranhão
2019,0,Pindaré-Mirim,2108504,Maranhão
2020,0,Pindaré-Mirim,2108504,Maranhão
2021,0,Pindaré-Mirim,2108504,Maranhão
2022,0,Pindaré-Mirim,2108504,Maranhão
2023,0,Pindaré-Mirim,2108504,Maranhão
2024,0,Pindaré-Mirim,2108504,Maranhão
2007,891.6445623891116,Pinheiro,2108603,Maranhão
2008,4.113318599488918,Pinheiro,2108603,Maranhão
2009,1.0233668941995844,Pinheiro,2108603,Maranhão
2010,0.5019028769649002,Pinheiro,2108603,Maranhão
2011,1.8166409596698587,Pinheiro,2108603,Maranhão
2012,0,Pinheiro,2108603,Maranhão
2013,1.2313488368006404,Pinheiro,2108603,Maranhão
2014,0.7304977124023747,Pinheiro,2108603,Maranhão
2015,0.34357113291055796,Pinheiro,2108603,Maranhão
2016,0.10668444145418357,Pinheiro,2108603,Maranhão
2017,1.646512384104815,Pinheiro,2108603,Maranhão
2018,0.07735053401884,Pinheiro,2108603,Maranhão
2019,0.9865146700738954,Pinheiro,2108603,Maranhão
2020,4.09213742403161,Pinheiro,2108603,Maranhão
2021,1.7341098170425804,Pinheiro,2108603,Maranhão
2022,0.1691587936165226,Pinheiro,2108603,Maranhão
2023,0.6338352641870949,Pinheiro,2108603,Maranhão
2024,0,Pinheiro,2108603,Maranhão
2007,475.0453327525493,Pio XII,2108702,Maranhão
2008,0,Pio XII,2108702,Maranhão
2009,0,Pio XII,2108702,Maranhão
2010,0,Pio XII,2108702,Maranhão
2011,0,Pio XII,2108702,Maranhão
2012,0,Pio XII,2108702,Maranhão
2013,0,Pio XII,2108702,Maranhão
2014,0,Pio XII,2108702,Maranhão
2015,0,Pio XII,2108702,Maranhão
2016,0,Pio XII,2108702,Maranhão
2017,0,Pio XII,2108702,Maranhão
2018,0,Pio XII,2108702,Maranhão
2019,0,Pio XII,2108702,Maranhão
2020,0,Pio XII,2108702,Maranhão
2021,0,Pio XII,2108702,Maranhão
2022,0,Pio XII,2108702,Maranhão
2023,0,Pio XII,2108702,Maranhão
2024,0,Pio XII,2108702,Maranhão
2007,279.64529839486556,Pirapemas,2108801,Maranhão
2008,8.225095390009942,Pirapemas,2108801,Maranhão
2009,10.852220856909211,Pirapemas,2108801,Maranhão
2010,1.2278948633487246,Pirapemas,2108801,Maranhão
2011,2.988758760113261,Pirapemas,2108801,Maranhão
2012,1.7457723607037876,Pirapemas,2108801,Maranhão
2013,0,Pirapemas,2108801,Maranhão
2014,0,Pirapemas,2108801,Maranhão
2015,0.5782491871031562,Pirapemas,2108801,Maranhão
2016,0.14793136658794853,Pirapemas,2108801,Maranhão
2017,0.4849251434781795,Pirapemas,2108801,Maranhão
2018,0.2763476238914579,Pirapemas,2108801,Maranhão
2019,1.3577556555582648,Pirapemas,2108801,Maranhão
2020,0.9847877022105495,Pirapemas,2108801,Maranhão
2021,1.8831503721566092,Pirapemas,2108801,Maranhão
2022,2.014705352888605,Pirapemas,2108801,Maranhão
2023,1.1499321809707495,Pirapemas,2108801,Maranhão
2024,0.6876809984150591,Pirapemas,2108801,Maranhão
2007,557.8934679651259,Porto Franco,2109007,Maranhão
2008,2.39628980731168,Porto Franco,2109007,Maranhão
2009,2.1787786722167346,Porto Franco,2109007,Maranhão
2010,0.8116551662599766,Porto Franco,2109007,Maranhão
2011,1.3604257647195863,Porto Franco,2109007,Maranhão
2012,2.4450836213928224,Porto Franco,2109007,Maranhão
2013,0.8083257654214758,Porto Franco,2109007,Maranhão
2014,1.502500436571355,Porto Franco,2109007,Maranhão
2015,2.018108488831419,Porto Franco,2109007,Maranhão
2016,1.930781649796273,Porto Franco,2109007,Maranhão
2017,1.5827085768302975,Porto Franco,2109007,Maranhão
2018,0.7878423673883117,Porto Franco,2109007,Maranhão
2019,1.1319237445975443,Porto Franco,2109007,Maranhão
2020,0.2841199184753362,Porto Franco,2109007,Maranhão
2021,2.6852487616431726,Porto Franco,2109007,Maranhão
2022,2.7773667323330558,Porto Franco,2109007,Maranhão
2023,1.4798800502753304,Porto Franco,2109007,Maranhão
2024,0,Porto Franco,2109007,Maranhão
2007,126.29590182323453,Porto Rico do Maranhão,2109056,Maranhão
2008,0,Porto Rico do Maranhão,2109056,Maranhão
2009,0.16364333946731058,Porto Rico do Maranhão,2109056,Maranhão
2010,0,Porto Rico do Maranhão,2109056,Maranhão
2011,0,Porto Rico do Maranhão,2109056,Maranhão
2012,0,Porto Rico do Maranhão,2109056,Maranhão
2013,0,Porto Rico do Maranhão,2109056,Maranhão
2014,0,Porto Rico do Maranhão,2109056,Maranhão
2015,0,Porto Rico do Maranhão,2109056,Maranhão
2016,0,Porto Rico do Maranhão,2109056,Maranhão
2017,0,Porto Rico do Maranhão,2109056,Maranhão
2018,0,Porto Rico do Maranhão,2109056,Maranhão
2019,0,Porto Rico do Maranhão,2109056,Maranhão
2020,0,Porto Rico do Maranhão,2109056,Maranhão
2021,0,Porto Rico do Maranhão,2109056,Maranhão
2022,0,Porto Rico do Maranhão,2109056,Maranhão
2023,0,Porto Rico do Maranhão,2109056,Maranhão
2024,0,Porto Rico do Maranhão,2109056,Maranhão
2007,960.7778991721751,Poção de Pedras,2108900,Maranhão
2008,0.04438461306913756,Poção de Pedras,2108900,Maranhão
2009,0.05059881633261964,Poção de Pedras,2108900,Maranhão
2010,0,Poção de Pedras,2108900,Maranhão
2011,0.011439582927668467,Poção de Pedras,2108900,Maranhão
2012,0,Poção de Pedras,2108900,Maranhão
2013,0,Poção de Pedras,2108900,Maranhão
2014,0,Poção de Pedras,2108900,Maranhão
2015,0,Poção de Pedras,2108900,Maranhão
2016,0,Poção de Pedras,2108900,Maranhão
2017,0,Poção de Pedras,2108900,Maranhão
2018,0,Poção de Pedras,2108900,Maranhão
2019,0,Poção de Pedras,2108900,Maranhão
2020,0,Poção de Pedras,2108900,Maranhão
2021,0,Poção de Pedras,2108900,Maranhão
2022,0,Poção de Pedras,2108900,Maranhão
2023,0,Poção de Pedras,2108900,Maranhão
2024,0,Poção de Pedras,2108900,Maranhão
2007,725.1978737365573,Presidente Dutra,2109106,Maranhão
2008,5.477933485970299,Presidente Dutra,2109106,Maranhão
2009,1.6392662236464055,Presidente Dutra,2109106,Maranhão
2010,2.481223034630574,Presidente Dutra,2109106,Maranhão
2011,0.9821109643559438,Presidente Dutra,2109106,Maranhão
2012,3.475649096923563,Presidente Dutra,2109106,Maranhão
2013,2.0465175537752693,Presidente Dutra,2109106,Maranhão
2014,1.1583251341394898,Presidente Dutra,2109106,Maranhão
2015,2.195482102679122,Presidente Dutra,2109106,Maranhão
2016,1.7437196153250187,Presidente Dutra,2109106,Maranhão
2017,0.8712300323684952,Presidente Dutra,2109106,Maranhão
2018,0.6423798331746753,Presidente Dutra,2109106,Maranhão
2019,1.3547518317269394,Presidente Dutra,2109106,Maranhão
2020,1.6760503468862185,Presidente Dutra,2109106,Maranhão
2021,2.2921478884571465,Presidente Dutra,2109106,Maranhão
2022,0.9846736043412255,Presidente Dutra,2109106,Maranhão
2023,0.4057124853876647,Presidente Dutra,2109106,Maranhão
2024,1.445600470473005,Presidente Dutra,2109106,Maranhão
2007,35.31978163634277,Presidente Juscelino,2109205,Maranhão
2008,15.48603600176474,Presidente Juscelino,2109205,Maranhão
2009,0,Presidente Juscelino,2109205,Maranhão
2010,3.703190716269339,Presidente Juscelino,2109205,Maranhão
2011,2.669024096067339,Presidente Juscelino,2109205,Maranhão
2012,0.6265421397320323,Presidente Juscelino,2109205,Maranhão
2013,2.1555867995741296,Presidente Juscelino,2109205,Maranhão
2014,0.43405564502565047,Presidente Juscelino,2109205,Maranhão
2015,0.41197315146234853,Presidente Juscelino,2109205,Maranhão
2016,1.0251670185788408,Presidente Juscelino,2109205,Maranhão
2017,1.292916047783506,Presidente Juscelino,2109205,Maranhão
2018,0.38884618236134305,Presidente Juscelino,2109205,Maranhão
2019,0.1403252699417547,Presidente Juscelino,2109205,Maranhão
2020,0.27837683233445387,Presidente Juscelino,2109205,Maranhão
2021,0.5666055594468149,Presidente Juscelino,2109205,Maranhão
2022,0,Presidente Juscelino,2109205,Maranhão
2023,1.1152508432334234,Presidente Juscelino,2109205,Maranhão
2024,0.4786346244518813,Presidente Juscelino,2109205,Maranhão
2007,436.06870869056695,Presidente Médici,2109239,Maranhão
2008,0,Presidente Médici,2109239,Maranhão
2009,0,Presidente Médici,2109239,Maranhão
2010,0,Presidente Médici,2109239,Maranhão
2011,0.2776408179382598,Presidente Médici,2109239,Maranhão
2012,0,Presidente Médici,2109239,Maranhão
2013,0,Presidente Médici,2109239,Maranhão
2014,0,Presidente Médici,2109239,Maranhão
2015,0,Presidente Médici,2109239,Maranhão
2016,0,Presidente Médici,2109239,Maranhão
2017,0,Presidente Médici,2109239,Maranhão
2018,0,Presidente Médici,2109239,Maranhão
2019,0,Presidente Médici,2109239,Maranhão
2020,0,Presidente Médici,2109239,Maranhão
2021,0,Presidente Médici,2109239,Maranhão
2022,0,Presidente Médici,2109239,Maranhão
2023,0,Presidente Médici,2109239,Maranhão
2024,0,Presidente Médici,2109239,Maranhão
2007,551.1986203745172,Presidente Sarney,2109270,Maranhão
2008,7.872595808340442,Presidente Sarney,2109270,Maranhão
2009,1.616896022217461,Presidente Sarney,2109270,Maranhão
2010,0.5278295929778413,Presidente Sarney,2109270,Maranhão
2011,3.5971533187797466,Presidente Sarney,2109270,Maranhão
2012,0.08507762158441975,Presidente Sarney,2109270,Maranhão
2013,0.5810470530579323,Presidente Sarney,2109270,Maranhão
2014,0.25539617112624063,Presidente Sarney,2109270,Maranhão
2015,0,Presidente Sarney,2109270,Maranhão
2016,0.23661112975634874,Presidente Sarney,2109270,Maranhão
2017,1.7227177106084215,Presidente Sarney,2109270,Maranhão
2018,0.07977833427597598,Presidente Sarney,2109270,Maranhão
2019,0.20560157254239186,Presidente Sarney,2109270,Maranhão
2020,4.948178158324126,Presidente Sarney,2109270,Maranhão
2021,1.5648446687253466,Presidente Sarney,2109270,Maranhão
2022,0,Presidente Sarney,2109270,Maranhão
2023,0.8944549686019767,Presidente Sarney,2109270,Maranhão
2024,0,Presidente Sarney,2109270,Maranhão
2007,20.5518669508905,Presidente Vargas,2109304,Maranhão
2008,7.4784641747641345,Presidente Vargas,2109304,Maranhão
2009,0.6117370435871625,Presidente Vargas,2109304,Maranhão
2010,1.6357631811638906,Presidente Vargas,2109304,Maranhão
2011,0.7019325345798731,Presidente Vargas,2109304,Maranhão
2012,0.06906238787524699,Presidente Vargas,2109304,Maranhão
2013,0.39528945780664937,Presidente Vargas,2109304,Maranhão
2014,0.0985604984044066,Presidente Vargas,2109304,Maranhão
2015,0.2663084703218892,Presidente Vargas,2109304,Maranhão
2016,0.42110711911375687,Presidente Vargas,2109304,Maranhão
2017,0.25129691295212775,Presidente Vargas,2109304,Maranhão
2018,0.06310576413785476,Presidente Vargas,2109304,Maranhão
2019,0.15816963824872654,Presidente Vargas,2109304,Maranhão
